Sample_ID,Timestamp,EMG_Raw
0,2025-03-07 10:42:09.386,206.0
1,2025-03-07 10:42:09.436,862.0
2,2025-03-07 10:42:09.487,18.0
3,2025-03-07 10:42:09.537,1023.0
4,2025-03-07 10:42:09.587,0.0
5,2025-03-07 10:42:09.638,1023.0
6,2025-03-07 10:42:09.688,0.0
7,2025-03-07 10:42:09.738,1023.0
8,2025-03-07 10:42:09.788,0.0
9,2025-03-07 10:42:09.839,1023.0
10,2025-03-07 10:42:09.889,15.0
11,2025-03-07 10:42:09.939,1011.0
12,2025-03-07 10:42:09.989,45.0
13,2025-03-07 10:42:10.040,990.0
14,2025-03-07 10:42:10.090,47.0
15,2025-03-07 10:42:10.140,979.0
16,2025-03-07 10:42:10.190,60.0
17,2025-03-07 10:42:10.241,957.0
18,2025-03-07 10:42:10.291,79.0
19,2025-03-07 10:42:10.341,969.0
20,2025-03-07 10:42:10.391,76.0
21,2025-03-07 10:42:10.442,996.0
22,2025-03-07 10:42:10.492,69.0
23,2025-03-07 10:42:10.542,1017.0
24,2025-03-07 10:42:10.593,77.0
25,2025-03-07 10:42:10.643,1010.0
26,2025-03-07 10:42:10.693,97.0
27,2025-03-07 10:42:10.743,977.0
28,2025-03-07 10:42:10.793,184.0
29,2025-03-07 10:42:10.844,799.0
30,2025-03-07 10:42:10.894,375.0
31,2025-03-07 10:42:10.944,590.0
32,2025-03-07 10:42:10.995,539.0
33,2025-03-07 10:42:11.045,420.0
34,2025-03-07 10:42:11.095,695.0
35,2025-03-07 10:42:11.146,219.0
36,2025-03-07 10:42:11.196,899.0
37,2025-03-07 10:42:11.246,0.0
38,2025-03-07 10:42:11.297,1023.0
39,2025-03-07 10:42:11.347,0.0
40,2025-03-07 10:42:11.397,1023.0
41,2025-03-07 10:42:11.447,0.0
42,2025-03-07 10:42:11.497,1023.0
43,2025-03-07 10:42:11.547,0.0
44,2025-03-07 10:42:11.598,1023.0
45,2025-03-07 10:42:11.648,18.0
46,2025-03-07 10:42:11.699,1008.0
47,2025-03-07 10:42:11.748,45.0
48,2025-03-07 10:42:11.799,989.0
49,2025-03-07 10:42:11.849,50.0
50,2025-03-07 10:42:11.900,975.0
51,2025-03-07 10:42:11.950,61.0
52,2025-03-07 10:42:12.000,956.0
53,2025-03-07 10:42:12.051,74.0
54,2025-03-07 10:42:12.101,983.0
55,2025-03-07 10:42:12.151,71.0
56,2025-03-07 10:42:12.202,1004.0
57,2025-03-07 10:42:12.252,71.0
58,2025-03-07 10:42:12.302,1017.0
59,2025-03-07 10:42:12.352,82.0
60,2025-03-07 10:42:12.403,1005.0
61,2025-03-07 10:42:12.453,109.0
62,2025-03-07 10:42:12.503,912.0
63,2025-03-07 10:42:12.554,264.0
64,2025-03-07 10:42:12.604,703.0
65,2025-03-07 10:42:12.654,482.0
66,2025-03-07 10:42:12.704,500.0
67,2025-03-07 10:42:12.754,583.0
68,2025-03-07 10:42:12.805,426.0
69,2025-03-07 10:42:12.855,672.0
70,2025-03-07 10:42:12.905,255.0
71,2025-03-07 10:42:12.956,836.0
72,2025-03-07 10:42:13.006,0.0
73,2025-03-07 10:42:13.056,1023.0
74,2025-03-07 10:42:13.106,0.0
75,2025-03-07 10:42:13.156,1023.0
76,2025-03-07 10:42:13.207,0.0
77,2025-03-07 10:42:13.257,1023.0
78,2025-03-07 10:42:13.307,3.0
79,2025-03-07 10:42:13.358,1023.0
80,2025-03-07 10:42:13.408,39.0
81,2025-03-07 10:42:13.459,1012.0
82,2025-03-07 10:42:13.508,62.0
83,2025-03-07 10:42:13.559,994.0
84,2025-03-07 10:42:13.609,73.0
85,2025-03-07 10:42:13.659,968.0
86,2025-03-07 10:42:13.710,95.0
87,2025-03-07 10:42:13.760,947.0
88,2025-03-07 10:42:13.810,103.0
89,2025-03-07 10:42:13.861,981.0
90,2025-03-07 10:42:13.911,106.0
91,2025-03-07 10:42:13.961,992.0
92,2025-03-07 10:42:14.011,112.0
93,2025-03-07 10:42:14.062,983.0
94,2025-03-07 10:42:14.112,130.0
95,2025-03-07 10:42:14.162,957.0
96,2025-03-07 10:42:14.212,191.0
97,2025-03-07 10:42:14.263,822.0
98,2025-03-07 10:42:14.313,339.0
99,2025-03-07 10:42:14.363,651.0
100,2025-03-07 10:42:14.413,473.0
101,2025-03-07 10:42:14.464,514.0
102,2025-03-07 10:42:14.514,586.0
103,2025-03-07 10:42:14.564,357.0
104,2025-03-07 10:42:14.615,735.0
105,2025-03-07 10:42:14.665,185.0
106,2025-03-07 10:42:14.715,888.0
107,2025-03-07 10:42:14.765,0.0
108,2025-03-07 10:42:14.816,1023.0
109,2025-03-07 10:42:14.866,0.0
110,2025-03-07 10:42:14.916,1023.0
111,2025-03-07 10:42:14.966,0.0
112,2025-03-07 10:42:15.017,1023.0
113,2025-03-07 10:42:15.067,21.0
114,2025-03-07 10:42:15.117,1023.0
115,2025-03-07 10:42:15.168,50.0
116,2025-03-07 10:42:15.218,999.0
117,2025-03-07 10:42:15.268,62.0
118,2025-03-07 10:42:15.319,982.0
119,2025-03-07 10:42:15.369,81.0
120,2025-03-07 10:42:15.419,959.0
121,2025-03-07 10:42:15.469,99.0
122,2025-03-07 10:42:15.520,966.0
123,2025-03-07 10:42:15.570,105.0
124,2025-03-07 10:42:15.620,983.0
125,2025-03-07 10:42:15.670,107.0
126,2025-03-07 10:42:15.720,989.0
127,2025-03-07 10:42:15.771,120.0
128,2025-03-07 10:42:15.821,975.0
129,2025-03-07 10:42:15.871,144.0
130,2025-03-07 10:42:15.922,918.0
131,2025-03-07 10:42:15.972,251.0
132,2025-03-07 10:42:16.022,752.0
133,2025-03-07 10:42:16.073,398.0
134,2025-03-07 10:42:16.123,594.0
135,2025-03-07 10:42:16.173,514.0
136,2025-03-07 10:42:16.223,464.0
137,2025-03-07 10:42:16.274,644.0
138,2025-03-07 10:42:16.324,288.0
139,2025-03-07 10:42:16.374,793.0
140,2025-03-07 10:42:16.425,111.0
141,2025-03-07 10:42:16.475,950.0
142,2025-03-07 10:42:16.525,0.0
143,2025-03-07 10:42:16.575,1023.0
144,2025-03-07 10:42:16.625,0.0
145,2025-03-07 10:42:16.676,1023.0
146,2025-03-07 10:42:16.726,0.0
147,2025-03-07 10:42:16.776,1023.0
148,2025-03-07 10:42:16.827,30.0
149,2025-03-07 10:42:16.877,1019.0
150,2025-03-07 10:42:16.927,57.0
151,2025-03-07 10:42:16.977,995.0
152,2025-03-07 10:42:17.028,69.0
153,2025-03-07 10:42:17.078,976.0
154,2025-03-07 10:42:17.128,88.0
155,2025-03-07 10:42:17.179,946.0
156,2025-03-07 10:42:17.229,101.0
